trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
36691A744B1674,13:46:00,13:46:00,26725,4,"",0,0,1.1733245314004
36691A744B1674,13:48:00,13:48:00,26726,5,"",0,0,1.6019473815546
36691A744B1674,13:56:00,13:56:00,26730,6,"",0,0,3.0172000898134
36692A744B1674,01:55:00,01:55:00,26724,1,"",0,0,0
36692A744B1674,01:57:00,01:57:00,26723,2,"",0,0,0.49080022084782
36692A744B1674,01:58:00,01:58:00,26722,3,"",0,0,0.9284268366922
36692A744B1674,01:59:00,01:59:00,26725,4,"",0,0,1.1733245314004
36692A744B1674,02:01:00,02:01:00,26726,5,"",0,0,1.6019473815546
36692A744B1674,02:09:00,02:09:00,26730,6,"",0,0,3.0172000898134
36693A744B1674,15:02:00,15:02:00,26724,1,"",0,0,0
36693A744B1674,15:04:00,15:04:00,26723,2,"",0,0,0.49080022084782
36693A744B1674,15:05:00,15:05:00,26722,3,"",0,0,0.9284268366922
36693A744B1674,15:06:00,15:06:00,26725,4,"",0,0,1.1733245314004
36693A744B1674,15:08:00,15:08:00,26726,5,"",0,0,1.6019473815546
36693A744B1674,15:16:00,15:16:00,26730,6,"",0,0,3.0172000898134
36694A744B1674,06:00:00,06:00:00,26724,1,"",0,0,0
36694A744B1674,06:02:00,06:02:00,26723,2,"",0,0,0.49080022084782
36694A744B1674,06:03:00,06:03:00,26722,3,"",0,0,0.9284268366922
36694A744B1674,06:04:00,06:04:00,26725,4,"",0,0,1.1733245314004
36694A744B1674,06:06:00,06:06:00,26726,5,"",0,0,1.6019473815546
36694A744B1674,06:14:00,06:14:00,26730,6,"",0,0,3.0172000898134
36695A744B1674,16:32:00,16:32:00,26724,1,"",0,0,0
36695A744B1674,16:34:00,16:34:00,26723,2,"",0,0,0.49080022084782
36695A744B1674,16:35:00,16:35:00,26722,3,"",0,0,0.9284268366922
36695A744B1674,16:36:00,16:36:00,26725,4,"",0,0,1.1733245314004
36695A744B1674,16:38:00,16:38:00,26726,5,"",0,0,1.6019473815546
36695A744B1674,16:46:00,16:46:00,26730,6,"",0,0,3.0172000898134
36696A744B1674,07:28:00,07:28:00,26724,1,"",0,0,0
36696A744B1674,07:30:00,07:30:00,26723,2,"",0,0,0.49080022084782
36696A744B1674,07:31:00,07:31:00,26722,3,"",0,0,0.9284268366922
36696A744B1674,07:32:00,07:32:00,26725,4,"",0,0,1.1733245314004
36696A744B1674,07:34:00,07:34:00,26726,5,"",0,0,1.6019473815546
36696A744B1674,07:42:00,07:42:00,26730,6,"",0,0,3.0172000898134
36697A744B1674,17:21:00,17:21:00,26724,1,"",0,0,0
36697A744B1674,17:23:00,17:23:00,26723,2,"",0,0,0.49080022084782
36697A744B1674,17:24:00,17:24:00,26722,3,"",0,0,0.9284268366922
36697A744B1674,17:25:00,17:25:00,26725,4,"",0,0,1.1733245314004
36697A744B1674,17:27:00,17:27:00,26726,5,"",0,0,1.6019473815546
36697A744B1674,17:35:00,17:35:00,26730,6,"",0,0,3.0172000898134
36698A744B1674,08:22:00,08:22:00,26724,1,"",0,0,0
36698A744B1674,08:24:00,08:24:00,26723,2,"",0,0,0.49080022084782
36698A744B1674,08:25:00,08:25:00,26722,3,"",0,0,0.9284268366922
36698A744B1674,08:26:00,08:26:00,26725,4,"",0,0,1.1733245314004
36698A744B1674,08:28:00,08:28:00,26726,5,"",0,0,1.6019473815546
36698A744B1674,08:36:00,08:36:00,26730,6,"",0,0,3.0172000898134
36699A744B1674,18:09:00,18:09:00,26724,1,"",0,0,0
36699A744B1674,18:11:00,18:11:00,26723,2,"",0,0,0.49080022084782
36699A744B1674,18:12:00,18:12:00,26722,3,"",0,0,0.9284268366922
36699A744B1674,18:13:00,18:13:00,26725,4,"",0,0,1.1733245314004
36699A744B1674,18:15:00,18:15:00,26726,5,"",0,0,1.6019473815546
36699A744B1674,18:23:00,18:23:00,26730,6,"",0,0,3.0172000898134
36700A744B1674,08:52:00,08:52:00,26724,1,"",0,0,0
36700A744B1674,08:54:00,08:54:00,26723,2,"",0,0,0.49080022084782
36700A744B1674,08:55:00,08:55:00,26722,3,"",0,0,0.9284268366922
36700A744B1674,08:56:00,08:56:00,26725,4,"",0,0,1.1733245314004
36700A744B1674,08:58:00,08:58:00,26726,5,"",0,0,1.6019473815546
36700A744B1674,09:06:00,09:06:00,26730,6,"",0,0,3.0172000898134
36701A744B1674,18:39:00,18:39:00,26724,1,"",0,0,0
36701A744B1674,18:41:00,18:41:00,26723,2,"",0,0,0.49080022084782
36701A744B1674,18:42:00,18:42:00,26722,3,"",0,0,0.9284268366922
36701A744B1674,18:43:00,18:43:00,26725,4,"",0,0,1.1733245314004
36701A744B1674,18:45:00,18:45:00,26726,5,"",0,0,1.6019473815546
36701A744B1674,18:53:00,18:53:00,26730,6,"",0,0,3.0172000898134
36702A744B1674,09:52:00,09:52:00,26724,1,"",0,0,0
36702A744B1674,09:54:00,09:54:00,26723,2,"",0,0,0.49080022084782
36702A744B1674,09:55:00,09:55:00,26722,3,"",0,0,0.9284268366922
36702A744B1674,09:56:00,09:56:00,26725,4,"",0,0,1.1733245314004
36702A744B1674,09:58:00,09:58:00,26726,5,"",0,0,1.6019473815546
36702A744B1674,10:06:00,10:06:00,26730,6,"",0,0,3.0172000898134
36703A744B1674,19:52:00,19:52:00,26724,1,"",0,0,0
36703A744B1674,19:54:00,19:54:00,26723,2,"",0,0,0.49080022084782
36703A744B1674,19:55:00,19:55:00,26722,3,"",0,0,0.9284268366922
36703A744B1674,19:56:00,19:56:00,26725,4,"",0,0,1.1733245314004
36703A744B1674,19:58:00,19:58:00,26726,5,"",0,0,1.6019473815546
36703A744B1674,20:06:00,20:06:00,26730,6,"",0,0,3.0172000898134
36704A744B1674,11:12:00,11:12:00,26724,1,"",0,0,0
36704A744B1674,11:14:00,11:14:00,26723,2,"",0,0,0.49080022084782
36704A744B1674,11:15:00,11:15:00,26722,3,"",0,0,0.9284268366922
36704A744B1674,11:16:00,11:16:00,26725,4,"",0,0,1.1733245314004
36704A744B1674,11:18:00,11:18:00,26726,5,"",0,0,1.6019473815546
36704A744B1674,11:26:00,11:26:00,26730,6,"",0,0,3.0172000898134
36705A744B1674,21:12:00,21:12:00,26724,1,"",0,0,0
36705A744B1674,21:14:00,21:14:00,26723,2,"",0,0,0.49080022084782
36705A744B1674,21:15:00,21:15:00,26722,3,"",0,0,0.9284268366922
36705A744B1674,21:16:00,21:16:00,26725,4,"",0,0,1.1733245314004
36705A744B1674,21:18:00,21:18:00,26726,5,"",0,0,1.6019473815546
36705A744B1674,21:26:00,21:26:00,26730,6,"",0,0,3.0172000898134
36706A744B1674,12:32:00,12:32:00,26724,1,"",0,0,0
36706A744B1674,12:34:00,12:34:00,26723,2,"",0,0,0.49080022084782
36706A744B1674,12:35:00,12:35:00,26722,3,"",0,0,0.9284268366922
36706A744B1674,12:36:00,12:36:00,26725,4,"",0,0,1.1733245314004
36706A744B1674,12:38:00,12:38:00,26726,5,"",0,0,1.6019473815546
36706A744B1674,12:46:00,12:46:00,26730,6,"",0,0,3.0172000898134
36707A744B1674,23:05:00,23:05:00,26724,1,"",0,0,0
36707A744B1674,23:07:00,23:07:00,26723,2,"",0,0,0.49080022084782
36707A744B1674,23:08:00,23:08:00,26722,3,"",0,0,0.9284268366922
36707A744B1674,23:09:00,23:09:00,26725,4,"",0,0,1.1733245314004
36707A744B1674,23:11:00,23:11:00,26726,5,"",0,0,1.6019473815546
36707A744B1674,23:19:00,23:19:00,26730,6,"",0,0,3.0172000898134
36708A744B1674,13:52:00,13:52:00,26724,1,"",0,0,0
36708A744B1674,13:54:00,13:54:00,26723,2,"",0,0,0.49080022084782
36708A744B1674,13:55:00,13:55:00,26722,3,"",0,0,0.9284268366922
36708A744B1674,13:56:00,13:56:00,26725,4,"",0,0,1.1733245314004
36708A744B1674,13:58:00,13:58:00,26726,5,"",0,0,1.6019473815546
36708A744B1674,14:06:00,14:06:00,26730,6,"",0,0,3.0172000898134
36709A744B1674,02:30:00,02:30:00,26724,1,"",0,0,0
36709A744B1674,02:32:00,02:32:00,26723,2,"",0,0,0.49080022084782
36709A744B1674,02:33:00,02:33:00,26722,3,"",0,0,0.9284268366922
36709A744B1674,02:34:00,02:34:00,26725,4,"",0,0,1.1733245314004
36709A744B1674,02:36:00,02:36:00,26726,5,"",0,0,1.6019473815546
36709A744B1674,02:44:00,02:44:00,26730,6,"",0,0,3.0172000898134
36710A744B1674,15:22:00,15:22:00,26724,1,"",0,0,0
36710A744B1674,15:24:00,15:24:00,26723,2,"",0,0,0.49080022084782
36710A744B1674,15:25:00,15:25:00,26722,3,"",0,0,0.9284268366922
36710A744B1674,15:26:00,15:26:00,26725,4,"",0,0,1.1733245314004
36710A744B1674,15:28:00,15:28:00,26726,5,"",0,0,1.6019473815546
36710A744B1674,15:36:00,15:36:00,26730,6,"",0,0,3.0172000898134
36711A744B1674,06:30:00,06:30:00,26724,1,"",0,0,0
36711A744B1674,06:32:00,06:32:00,26723,2,"",0,0,0.49080022084782
36711A744B1674,06:33:00,06:33:00,26722,3,"",0,0,0.9284268366922
36711A744B1674,06:34:00,06:34:00,26725,4,"",0,0,1.1733245314004
36711A744B1674,06:36:00,06:36:00,26726,5,"",0,0,1.6019473815546
36711A744B1674,06:44:00,06:44:00,26730,6,"",0,0,3.0172000898134
36712A744B1674,16:39:00,16:39:00,26724,1,"",0,0,0
36712A744B1674,16:41:00,16:41:00,26723,2,"",0,0,0.49080022084782
36712A744B1674,16:42:00,16:42:00,26722,3,"",0,0,0.9284268366922
36712A744B1674,16:43:00,16:43:00,26725,4,"",0,0,1.1733245314004
36712A744B1674,16:45:00,16:45:00,26726,5,"",0,0,1.6019473815546
36712A744B1674,16:53:00,16:53:00,26730,6,"",0,0,3.0172000898134
36713A744B1674,07:36:00,07:36:00,26724,1,"",0,0,0
36713A744B1674,07:38:00,07:38:00,26723,2,"",0,0,0.49080022084782
36713A744B1674,07:39:00,07:39:00,26722,3,"",0,0,0.9284268366922
36713A744B1674,07:40:00,07:40:00,26725,4,"",0,0,1.1733245314004
36713A744B1674,07:42:00,07:42:00,26726,5,"",0,0,1.6019473815546
36713A744B1674,07:50:00,07:50:00,26730,6,"",0,0,3.0172000898134
36714A744B1674,17:27:00,17:27:00,26724,1,"",0,0,0
36714A744B1674,17:29:00,17:29:00,26723,2,"",0,0,0.49080022084782
36714A744B1674,17:30:00,17:30:00,26722,3,"",0,0,0.9284268366922
36714A744B1674,17:31:00,17:31:00,26725,4,"",0,0,1.1733245314004
36714A744B1674,17:33:00,17:33:00,26726,5,"",0,0,1.6019473815546
36714A744B1674,17:41:00,17:41:00,26730,6,"",0,0,3.0172000898134
36715A744B1674,08:28:00,08:28:00,26724,1,"",0,0,0
36715A744B1674,08:30:00,08:30:00,26723,2,"",0,0,0.49080022084782
36715A744B1674,08:31:00,08:31:00,26722,3,"",0,0,0.9284268366922
36715A744B1674,08:32:00,08:32:00,26725,4,"",0,0,1.1733245314004
36715A744B1674,08:34:00,08:34:00,26726,5,"",0,0,1.6019473815546
36715A744B1674,08:42:00,08:42:00,26730,6,"",0,0,3.0172000898134
36716A744B1674,18:15:00,18:15:00,26724,1,"",0,0,0
36716A744B1674,18:17:00,18:17:00,26723,2,"",0,0,0.49080022084782
36716A744B1674,18:18:00,18:18:00,26722,3,"",0,0,0.9284268366922
36716A744B1674,18:19:00,18:19:00,26725,4,"",0,0,1.1733245314004
36716A744B1674,18:21:00,18:21:00,26726,5,"",0,0,1.6019473815546
36716A744B1674,18:29:00,18:29:00,26730,6,"",0,0,3.0172000898134
36717A744B1674,09:16:00,09:16:00,26724,1,"",0,0,0
36717A744B1674,09:18:00,09:18:00,26723,2,"",0,0,0.49080022084782
36717A744B1674,09:19:00,09:19:00,26722,3,"",0,0,0.9284268366922
36717A744B1674,09:20:00,09:20:00,26725,4,"",0,0,1.1733245314004
36717A744B1674,09:22:00,09:22:00,26726,5,"",0,0,1.6019473815546
36717A744B1674,09:30:00,09:30:00,26730,6,"",0,0,3.0172000898134
36718A744B1674,19:12:00,19:12:00,26724,1,"",0,0,0
36718A744B1674,19:14:00,19:14:00,26723,2,"",0,0,0.49080022084782
36718A744B1674,19:15:00,19:15:00,26722,3,"",0,0,0.9284268366922
36718A744B1674,19:16:00,19:16:00,26725,4,"",0,0,1.1733245314004
36718A744B1674,19:18:00,19:18:00,26726,5,"",0,0,1.6019473815546
36718A744B1674,19:26:00,19:26:00,26730,6,"",0,0,3.0172000898134
36719A744B1674,10:32:00,10:32:00,26724,1,"",0,0,0
36719A744B1674,10:34:00,10:34:00,26723,2,"",0,0,0.49080022084782
36719A744B1674,10:35:00,10:35:00,26722,3,"",0,0,0.9284268366922
36719A744B1674,10:36:00,10:36:00,26725,4,"",0,0,1.1733245314004
36719A744B1674,10:38:00,10:38:00,26726,5,"",0,0,1.6019473815546
36719A744B1674,10:46:00,10:46:00,26730,6,"",0,0,3.0172000898134
36720A744B1674,20:32:00,20:32:00,26724,1,"",0,0,0
36720A744B1674,20:34:00,20:34:00,26723,2,"",0,0,0.49080022084782
36720A744B1674,20:35:00,20:35:00,26722,3,"",0,0,0.9284268366922
36720A744B1674,20:36:00,20:36:00,26725,4,"",0,0,1.1733245314004
36720A744B1674,20:38:00,20:38:00,26726,5,"",0,0,1.6019473815546
36720A744B1674,20:46:00,20:46:00,26730,6,"",0,0,3.0172000898134
36721A744B1674,11:52:00,11:52:00,26724,1,"",0,0,0
36721A744B1674,11:54:00,11:54:00,26723,2,"",0,0,0.49080022084782
36721A744B1674,11:55:00,11:55:00,26722,3,"",0,0,0.9284268366922
36721A744B1674,11:56:00,11:56:00,26725,4,"",0,0,1.1733245314004
36721A744B1674,11:58:00,11:58:00,26726,5,"",0,0,1.6019473815546
36721A744B1674,12:06:00,12:06:00,26730,6,"",0,0,3.0172000898134
36722A744B1674,22:05:00,22:05:00,26724,1,"",0,0,0
36722A744B1674,22:07:00,22:07:00,26723,2,"",0,0,0.49080022084782
36722A744B1674,22:08:00,22:08:00,26722,3,"",0,0,0.9284268366922
36722A744B1674,22:09:00,22:09:00,26725,4,"",0,0,1.1733245314004
36722A744B1674,22:11:00,22:11:00,26726,5,"",0,0,1.6019473815546
36722A744B1674,22:19:00,22:19:00,26730,6,"",0,0,3.0172000898134
36723A744B1674,13:12:00,13:12:00,26724,1,"",0,0,0
36723A744B1674,13:14:00,13:14:00,26723,2,"",0,0,0.49080022084782
36723A744B1674,13:15:00,13:15:00,26722,3,"",0,0,0.9284268366922
36723A744B1674,13:16:00,13:16:00,26725,4,"",0,0,1.1733245314004
36723A744B1674,13:18:00,13:18:00,26726,5,"",0,0,1.6019473815546
36723A744B1674,13:26:00,13:26:00,26730,6,"",0,0,3.0172000898134
36724A744B1674,00:10:00,00:10:00,26724,1,"",0,0,0
36724A744B1674,00:12:00,00:12:00,26723,2,"",0,0,0.49080022084782
36724A744B1674,00:13:00,00:13:00,26722,3,"",0,0,0.9284268366922
36724A744B1674,00:14:00,00:14:00,26725,4,"",0,0,1.1733245314004
36724A744B1674,00:16:00,00:16:00,26726,5,"",0,0,1.6019473815546
36724A744B1674,00:24:00,00:24:00,26730,6,"",0,0,3.0172000898134
36725A744B1674,14:32:00,14:32:00,26724,1,"",0,0,0
36725A744B1674,14:34:00,14:34:00,26723,2,"",0,0,0.49080022084782
36725A744B1674,14:35:00,14:35:00,26722,3,"",0,0,0.9284268366922
36725A744B1674,14:36:00,14:36:00,26725,4,"",0,0,1.1733245314004
36725A744B1674,14:38:00,14:38:00,26726,5,"",0,0,1.6019473815546
36725A744B1674,14:46:00,14:46:00,26730,6,"",0,0,3.0172000898134
36853A744B1674,20:47:00,20:47:00,26724,1,"",0,0,0
36853A744B1674,20:49:00,20:49:00,26723,2,"",0,0,0.49080022084782
36853A744B1674,20:50:00,20:50:00,26722,3,"",0,0,0.9284268366922
36853A744B1674,20:51:00,20:51:00,26725,4,"",0,0,1.1733245314004
36853A744B1674,20:53:00,20:53:00,26726,5,"",0,0,1.6019473815546
36853A744B1674,21:02:00,21:02:00,26732,6,"",0,0,3.2182433996042
36853A744B1674,21:05:00,21:05:00,26728,7,"",0,0,4.3189944896576
36853A744B1674,21:09:00,21:09:00,26731,8,"",0,0,5.8109993989873
36854A744B1674,11:57:00,11:57:00,26724,1,"",0,0,0
36854A744B1674,11:59:00,11:59:00,26723,2,"",0,0,0.49080022084782
36854A744B1674,12:00:00,12:00:00,26722,3,"",0,0,0.9284268366922
36854A744B1674,12:01:00,12:01:00,26725,4,"",0,0,1.1733245314004
36854A744B1674,12:03:00,12:03:00,26726,5,"",0,0,1.6019473815546
36854A744B1674,12:12:00,12:12:00,26732,6,"",0,0,3.2182433996042
36854A744B1674,12:15:00,12:15:00,26728,7,"",0,0,4.3189944896576
36854A744B1674,12:19:00,12:19:00,26731,8,"",0,0,5.8109993989873
36855A744B1674,22:30:00,22:30:00,26724,1,"",0,0,0
36855A744B1674,22:32:00,22:32:00,26723,2,"",0,0,0.49080022084782
36855A744B1674,22:33:00,22:33:00,26722,3,"",0,0,0.9284268366922
36855A744B1674,22:34:00,22:34:00,26725,4,"",0,0,1.1733245314004
36855A744B1674,22:36:00,22:36:00,26726,5,"",0,0,1.6019473815546
36855A744B1674,22:45:00,22:45:00,26732,6,"",0,0,3.2182433996042
36855A744B1674,22:48:00,22:48:00,26728,7,"",0,0,4.3189944896576
36855A744B1674,22:52:00,22:52:00,26731,8,"",0,0,5.8109993989873
36856A744B1674,13:27:00,13:27:00,26724,1,"",0,0,0
36856A744B1674,13:29:00,13:29:00,26723,2,"",0,0,0.49080022084782
36856A744B1674,13:30:00,13:30:00,26722,3,"",0,0,0.9284268366922
36856A744B1674,13:31:00,13:31:00,26725,4,"",0,0,1.1733245314004
36856A744B1674,13:33:00,13:33:00,26726,5,"",0,0,1.6019473815546
36856A744B1674,13:42:00,13:42:00,26732,6,"",0,0,3.2182433996042
36856A744B1674,13:45:00,13:45:00,26728,7,"",0,0,4.3189944896576
36856A744B1674,13:49:00,13:49:00,26731,8,"",0,0,5.8109993989873
36857A744B1674,02:30:00,02:30:00,26724,1,"",0,0,0
36857A744B1674,02:32:00,02:32:00,26723,2,"",0,0,0.49080022084782
36857A744B1674,02:33:00,02:33:00,26722,3,"",0,0,0.9284268366922
36857A744B1674,02:34:00,02:34:00,26725,4,"",0,0,1.1733245314004
36857A744B1674,02:36:00,02:36:00,26726,5,"",0,0,1.6019473815546
36857A744B1674,02:47:00,02:47:00,26730,6,"",0,0,3.0172000898134
36857A744B1674,02:50:00,02:50:00,26732,7,"",0,0,3.6729315360102
36857A744B1674,02:53:00,02:53:00,26728,8,"",0,0,4.7510165430197
36857A744B1674,02:57:00,02:57:00,26731,9,"",0,0,6.2430214523494
36858A744B1674,14:57:00,14:57:00,26724,1,"",0,0,0
36858A744B1674,14:59:00,14:59:00,26723,2,"",0,0,0.49080022084782
36858A744B1674,15:00:00,15:00:00,26722,3,"",0,0,0.9284268366922
36858A744B1674,15:01:00,15:01:00,26725,4,"",0,0,1.1733245314004
36858A744B1674,15:03:00,15:03:00,26726,5,"",0,0,1.6019473815546
36858A744B1674,15:12:00,15:12:00,26732,6,"",0,0,3.2182433996042
36858A744B1674,15:15:00,15:15:00,26728,7,"",0,0,4.3189944896576
36858A744B1674,15:19:00,15:19:00,26731,8,"",0,0,5.8109993989873
36859A744B1674,06:37:00,06:37:00,26724,1,"",0,0,0
36859A744B1674,06:39:00,06:39:00,26723,2,"",0,0,0.49080022084782
36859A744B1674,06:40:00,06:40:00,26722,3,"",0,0,0.9284268366922
36859A744B1674,06:41:00,06:41:00,26725,4,"",0,0,1.1733245314004
36859A744B1674,06:43:00,06:43:00,26726,5,"",0,0,1.6019473815546
36859A744B1674,06:52:00,06:52:00,26732,6,"",0,0,3.2182433996042
36859A744B1674,06:55:00,06:55:00,26728,7,"",0,0,4.3189944896576
36859A744B1674,06:59:00,06:59:00,26731,8,"",0,0,5.8109993989873
36860A744B1674,15:47:00,15:47:00,26724,1,"",0,0,0
36860A744B1674,15:49:00,15:49:00,26723,2,"",0,0,0.49080022084782
36860A744B1674,15:50:00,15:50:00,26722,3,"",0,0,0.9284268366922
36860A744B1674,15:51:00,15:51:00,26725,4,"",0,0,1.1733245314004
36860A744B1674,15:53:00,15:53:00,26726,5,"",0,0,1.6019473815546
36860A744B1674,16:02:00,16:02:00,26732,6,"",0,0,3.2182433996042
36860A744B1674,16:05:00,16:05:00,26728,7,"",0,0,4.3189944896576
36860A744B1674,16:09:00,16:09:00,26731,8,"",0,0,5.8109993989873
36861A744B1674,07:27:00,07:27:00,26724,1,"",0,0,0
36861A744B1674,07:29:00,07:29:00,26723,2,"",0,0,0.49080022084782
36861A744B1674,07:30:00,07:30:00,26722,3,"",0,0,0.9284268366922
36861A744B1674,07:31:00,07:31:00,26725,4,"",0,0,1.1733245314004
36861A744B1674,07:33:00,07:33:00,26726,5,"",0,0,1.6019473815546
36861A744B1674,07:42:00,07:42:00,26732,6,"",0,0,3.2182433996042
36861A744B1674,07:45:00,07:45:00,26728,7,"",0,0,4.3189944896576
36861A744B1674,07:49:00,07:49:00,26731,8,"",0,0,5.8109993989873
36862A744B1674,17:04:00,17:04:00,26724,1,"",0,0,0
36862A744B1674,17:06:00,17:06:00,26723,2,"",0,0,0.49080022084782
36862A744B1674,17:07:00,17:07:00,26722,3,"",0,0,0.9284268366922
36862A744B1674,17:08:00,17:08:00,26725,4,"",0,0,1.1733245314004
36862A744B1674,17:10:00,17:10:00,26726,5,"",0,0,1.6019473815546
36862A744B1674,17:19:00,17:19:00,26732,6,"",0,0,3.2182433996042
36862A744B1674,17:22:00,17:22:00,26728,7,"",0,0,4.3189944896576
36862A744B1674,17:26:00,17:26:00,26731,8,"",0,0,5.8109993989873
36863A744B1674,08:14:00,08:14:00,26724,1,"",0,0,0
36863A744B1674,08:16:00,08:16:00,26723,2,"",0,0,0.49080022084782
36863A744B1674,08:17:00,08:17:00,26722,3,"",0,0,0.9284268366922
36863A744B1674,08:18:00,08:18:00,26725,4,"",0,0,1.1733245314004
36863A744B1674,08:20:00,08:20:00,26726,5,"",0,0,1.6019473815546
36863A744B1674,08:29:00,08:29:00,26732,6,"",0,0,3.2182433996042
36863A744B1674,08:32:00,08:32:00,26728,7,"",0,0,4.3189944896576
36863A744B1674,08:36:00,08:36:00,26731,8,"",0,0,5.8109993989873
36864A744B1674,17:49:00,17:49:00,26724,1,"",0,0,0
36864A744B1674,17:51:00,17:51:00,26723,2,"",0,0,0.49080022084782
36864A744B1674,17:52:00,17:52:00,26722,3,"",0,0,0.9284268366922
36864A744B1674,17:53:00,17:53:00,26725,4,"",0,0,1.1733245314004
36864A744B1674,17:55:00,17:55:00,26726,5,"",0,0,1.6019473815546
36864A744B1674,18:04:00,18:04:00,26732,6,"",0,0,3.2182433996042
36864A744B1674,18:07:00,18:07:00,26728,7,"",0,0,4.3189944896576
36864A744B1674,18:11:00,18:11:00,26731,8,"",0,0,5.8109993989873
36865A744B1674,08:57:00,08:57:00,26724,1,"",0,0,0
36865A744B1674,08:59:00,08:59:00,26723,2,"",0,0,0.49080022084782
36865A744B1674,09:00:00,09:00:00,26722,3,"",0,0,0.9284268366922
36865A744B1674,09:01:00,09:01:00,26725,4,"",0,0,1.1733245314004
36865A744B1674,09:03:00,09:03:00,26726,5,"",0,0,1.6019473815546
36865A744B1674,09:12:00,09:12:00,26732,6,"",0,0,3.2182433996042
36865A744B1674,09:15:00,09:15:00,26728,7,"",0,0,4.3189944896576
36865A744B1674,09:19:00,09:19:00,26731,8,"",0,0,5.8109993989873
36866A744B1674,18:39:00,18:39:00,26724,1,"",0,0,0
36866A744B1674,18:41:00,18:41:00,26723,2,"",0,0,0.49080022084782
36866A744B1674,18:42:00,18:42:00,26722,3,"",0,0,0.9284268366922
36866A744B1674,18:43:00,18:43:00,26725,4,"",0,0,1.1733245314004
36866A744B1674,18:45:00,18:45:00,26726,5,"",0,0,1.6019473815546
36866A744B1674,18:54:00,18:54:00,26732,6,"",0,0,3.2182433996042
36866A744B1674,18:57:00,18:57:00,26728,7,"",0,0,4.3189944896576
36866A744B1674,19:01:00,19:01:00,26731,8,"",0,0,5.8109993989873
36867A744B1674,09:39:00,09:39:00,26724,1,"",0,0,0
36867A744B1674,09:41:00,09:41:00,26723,2,"",0,0,0.49080022084782
36867A744B1674,09:42:00,09:42:00,26722,3,"",0,0,0.9284268366922
36867A744B1674,09:43:00,09:43:00,26725,4,"",0,0,1.1733245314004
36867A744B1674,09:45:00,09:45:00,26726,5,"",0,0,1.6019473815546
36867A744B1674,09:54:00,09:54:00,26732,6,"",0,0,3.2182433996042
36867A744B1674,09:57:00,09:57:00,26728,7,"",0,0,4.3189944896576
36867A744B1674,10:01:00,10:01:00,26731,8,"",0,0,5.8109993989873
36868A744B1674,19:37:00,19:37:00,26724,1,"",0,0,0
36868A744B1674,19:39:00,19:39:00,26723,2,"",0,0,0.49080022084782
36868A744B1674,19:40:00,19:40:00,26722,3,"",0,0,0.9284268366922
36868A744B1674,19:41:00,19:41:00,26725,4,"",0,0,1.1733245314004
36868A744B1674,19:43:00,19:43:00,26726,5,"",0,0,1.6019473815546
36868A744B1674,19:52:00,19:52:00,26732,6,"",0,0,3.2182433996042
36868A744B1674,19:55:00,19:55:00,26728,7,"",0,0,4.3189944896576
36868A744B1674,19:59:00,19:59:00,26731,8,"",0,0,5.8109993989873
36869A744B1674,10:47:00,10:47:00,26724,1,"",0,0,0
36869A744B1674,10:49:00,10:49:00,26723,2,"",0,0,0.49080022084782
36869A744B1674,10:50:00,10:50:00,26722,3,"",0,0,0.9284268366922
36869A744B1674,10:51:00,10:51:00,26725,4,"",0,0,1.1733245314004
36869A744B1674,10:53:00,10:53:00,26726,5,"",0,0,1.6019473815546
36869A744B1674,11:02:00,11:02:00,26732,6,"",0,0,3.2182433996042
36869A744B1674,11:05:00,11:05:00,26728,7,"",0,0,4.3189944896576
36869A744B1674,11:09:00,11:09:00,26731,8,"",0,0,5.8109993989873
36870A744B1674,21:07:00,21:07:00,26724,1,"",0,0,0
36870A744B1674,21:09:00,21:09:00,26723,2,"",0,0,0.49080022084782
36870A744B1674,21:10:00,21:10:00,26722,3,"",0,0,0.9284268366922
36870A744B1674,21:11:00,21:11:00,26725,4,"",0,0,1.1733245314004
36870A744B1674,21:13:00,21:13:00,26726,5,"",0,0,1.6019473815546
36870A744B1674,21:22:00,21:22:00,26732,6,"",0,0,3.2182433996042
36870A744B1674,21:25:00,21:25:00,26728,7,"",0,0,4.3189944896576
36870A744B1674,21:29:00,21:29:00,26731,8,"",0,0,5.8109993989873
36871A744B1674,12:17:00,12:17:00,26724,1,"",0,0,0
36871A744B1674,12:19:00,12:19:00,26723,2,"",0,0,0.49080022084782
36871A744B1674,12:20:00,12:20:00,26722,3,"",0,0,0.9284268366922
36871A744B1674,12:21:00,12:21:00,26725,4,"",0,0,1.1733245314004
36871A744B1674,12:23:00,12:23:00,26726,5,"",0,0,1.6019473815546
36871A744B1674,12:32:00,12:32:00,26732,6,"",0,0,3.2182433996042
36871A744B1674,12:35:00,12:35:00,26728,7,"",0,0,4.3189944896576
36871A744B1674,12:39:00,12:39:00,26731,8,"",0,0,5.8109993989873
36872A744B1674,23:00:00,23:00:00,26724,1,"",0,0,0
36872A744B1674,23:02:00,23:02:00,26723,2,"",0,0,0.49080022084782
36872A744B1674,23:03:00,23:03:00,26722,3,"",0,0,0.9284268366922
36872A744B1674,23:04:00,23:04:00,26725,4,"",0,0,1.1733245314004
36872A744B1674,23:06:00,23:06:00,26726,5,"",0,0,1.6019473815546
